Contributor,Species,Treatment,Co-author?,Biomes,Growth_form,Tree/Shrub/Liana,Evergreen_Deciduous,Wild/Garden/Potted,Life Stage,πtlp (MPa),πtlp SD,πtlp SE,total RWCtlp (%),tot RWCtlp SD,tot RWCtlp SE,LMA (g/m2),SWC,CFT* (mol m-2 MPa-1),πo (MPa),ε (MPa),af,RWCtlp (%),Ψpd (MPa),Ψmin (MPa),Latitude,Longitude,Elevation (m),Site Name,Rehydrated?,Month Collected,Year Collected,Other Env Notes,Methods notes,Reference,Other Notes,,,,,,,,,,,,,
Miquel Nadal,Craterostigma plantagineum,,Y,Med/TempDry,H,,,Potted,Ad,-0.793118,0.33538,0.193632,88.59346,3.594878,2.075504,51.459534,9.411594,3.727994,-0.663169,6.681734,0.308434,,,,,,,,no (predawn),,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (2018). Possible link between photosynthesis and leaf modulus of elasticity among vascular plants: a new player in leaf traits relationships? Ecology Letters 21 (9): 1372-1379,,,,,,,,,,,,,,
Miquel Nadal,Anemia caffrorum,desiccation-sensitive frond,Y,Med/TempDry,F,,E,Potted,Ad,-1.519081,0.16752,0.06839,95.660734,0.60024,0.245047,48.834323,2.967205,0.235273,-1.43481,31.872497,0.200773,,,,-33.9574679,18.4610176,200,"Table Mountain (Cape Town, South Africa)",no (predawn),,2019,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Nadal et al (2021). Differences in biochemical, gas exchange and hydraulic response to water stress in desiccation tolerant and sensitive fronds of the fern Anemia caffrorum. New Phytol 231: 1415-1430","plants collected from field on february 2019 (wet season), acclimated in growth chamber for 1 month aprox.",,,,,,,,,,,,,
Miquel Nadal,Anemia caffrorum,desiccation-tolerant frond,Y,Med/TempDry,F,,E,Potted,Ad,-1.769181,0.476226,0.179997,80.063466,7.162904,2.707323,99.084836,1.472943,1.085341,-1.312113,8.21165,0.308981,,,,-33.9574679,18.4610176,200,"Table Mountain (Cape Town, South Africa)",no (predawn),,2019,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Nadal et al (2021). Differences in biochemical, gas exchange and hydraulic response to water stress in desiccation tolerant and sensitive fronds of the fern Anemia caffrorum. New Phytol 231: 1415-1430","plants collected from field on february 2019 (wet season), acclimated in growth chamber for 1 month aprox.",,,,,,,,,,,,,
Miquel Nadal,Ginkgo biloba,"well-watered, growth chamber",Y,Temperate,W,T,CD,Potted,Sa,-1.068545,0.154662,0.06314,95.585118,0.844915,0.344935,41.41758,4.313119,0.402551,-0.876137,21.153353,0.749061,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Roig-Oliver et al (2020). Ginkgo biloba and Helianthus annuus show different strategies to adjust photosynthesis, leaf water relations, and cell wall composition under water deficit stress. Photosynthetica 58 (5): 1098-1106",,,,,,,,,,,,,,
Miquel Nadal,Helianthus annus,"well-watered, growth chamber",Y,Crop,H,,,Potted,Ad,-0.825018,0.01756,0.012417,91.474748,0.359671,0.254326,31.349424,5.870162,0.978268,-0.741854,9.513065,0.140766,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Roig-Oliver et al (2020). Ginkgo biloba and Helianthus annuus show different strategies to adjust photosynthesis, leaf water relations, and cell wall composition under water deficit stress. Photosynthetica 58 (5): 1098-1106",,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Arbutus unedo,,Y,Med/TempDry,W,T,E,Garden,Ad,-1.643392,0.50689,0.206937,94.698847,1.715629,0.700403,111.196418,1.645052,0.336368,-1.247166,24.793029,0.78115,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Ceratonia siliqua,>1 year leaves,Y,Med/TempDry,W,T,E,Garden,Ad,-1.574446,0.445029,0.181682,92.905642,2.454585,1.00208,191.058166,1.37277,0.793778,-1.172144,17.145612,0.708987,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Ceratonia siliqua,<1 year leaves,Y,Med/TempDry,W,T,E,Garden,Ad,-0.92792,0.24646,0.100617,94.254992,1.69759,0.693038,131.95419,1.738271,0.839077,-0.709148,13.125095,0.750207,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Citrus x sinensis,,Y,Crop,W,T,E,Garden,Ad,-1.254099,0.340658,0.139073,92.11795,1.951813,0.796824,126.844952,2.117573,0.918272,-0.886844,10.374464,0.721119,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Ficus rubiginosa,,Y,TropicalDry,W,T,E,Garden,Ad,-1.216967,0.067073,0.027382,97.196428,0.68884,0.281218,157.868368,2.310748,0.536552,-1.016566,40.31381,0.819014,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Ficus nitida,>1 year leaves,Y,TropicalMoist,W,T,E,Garden,Ad,-1.255814,0.276752,0.112983,97.754545,0.868933,0.35474,144.277753,1.454534,0.204353,-1.096605,56.58688,0.809087,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Ficus nitida,<1 year leaves,Y,TropicalMoist,W,T,E,Garden,Ad,-0.974322,0.228757,0.102303,98.124893,0.808095,0.361391,133.098338,1.907694,0.264454,-0.858485,56.591505,0.843632,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Hedera helix,,Y,Temperate,W,L,E,Garden,Ad,-1.074864,0.082711,0.036989,95.137194,0.486743,0.217678,111.887808,2.12515,0.554561,-0.660686,12.923749,0.873189,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Hibiscus rosa-sinensis,,Y,TropicalMoist,W,S,CD,Garden,Ad,-1.316579,0.33317,0.148998,98.101841,0.56638,0.253293,95.212118,3.414644,0.277878,-1.181174,71.598883,0.805223,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Laurus nobilis,,Y,Med/TempDry,W,T,E,Garden,Ad,-2.424667,0.339217,0.151703,93.18659,1.395178,0.623942,127.08467,1.139677,0.243094,-2.018663,29.519494,0.563687,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Morus alba,,Y,Temperate,W,T,CD,Garden,Ad,-1.200581,0.152334,0.06219,96.871885,1.440661,0.588147,65.868433,2.252083,0.185918,-1.039086,49.627998,0.767101,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Nerium oleander,,Y,Med/TempDry,W,S,E,Garden,Ad,-0.783987,0.147318,0.060142,95.276856,2.166037,0.884281,141.151079,2.154721,1.173728,-0.59897,14.967893,0.793045,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Phytolacca dioica,,Y,TropicalDry,W,T,E,Garden,Ad,-1.501812,0.177476,0.072454,92.966689,0.999577,0.408076,87.887853,2.815536,0.698678,-1.285462,19.434242,0.479294,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Pittosporum tobira,,Y,Temperate,W,S,E,Garden,Ad,-1.367066,0.357066,0.145772,92.822748,3.045917,1.24349,110.125583,1.828973,0.744712,-0.928788,14.836919,0.770833,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Celtis australis,,Y,Med/TempDry,W,T,CD,Garden,Ad,-1.5869,0.238701,0.10675,92.401733,0.91986,0.411374,119.368155,1.557685,0.397608,-1.31761,18.536411,0.532635,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,June,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal,Arbutus unedo,">1 year leaves, well-watered, growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.33489,0.322333,0.144152,94.539212,1.63535,0.731351,204.546135,1.438694,0.6615,-1.06375,20.044376,0.720564,,-0.102,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (2020). Leaf age-dependent elastic adjustment and photosynthetic performance under drought stress in Arbutus unedo seedlings. Flora 271: 151662,,,,,,,,,,,,,,
Miquel Nadal,Arbutus unedo,"<1 year leaves, well-watered, growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.485203,0.272535,0.121881,89.312629,4.296886,1.921626,82.435104,2.321946,0.736033,-1.232654,13.60868,0.354415,,-0.18,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (2020). Leaf age-dependent elastic adjustment and photosynthetic performance under drought stress in Arbutus unedo seedlings. Flora 271: 151662,,,,,,,,,,,,,,
Miquel Nadal,Vitis vinifera,"well-watered (26ºC), outdoors",Y,Crop,W,L,CD,Potted,Sa,-1.117445,0.11683,0.047696,95.449359,0.538281,0.219752,83.415614,2.040134,0.392899,-0.884002,18.581314,0.777408,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,August,2018,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal,Vitis vinifera,"well-watered (22ºC), growth chamber",Y,Crop,W,L,CD,Potted,Sa,-1.437287,0.225228,0.100725,88.70437,2.823471,1.262695,48.890784,4.149947,0.827902,-1.145749,11.15635,0.385628,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Roig-Oliver et al (2020). Cell wall components regulate photosynthesis and leaf water relations of Vitis vinifera cv. Grenache acclimated to contrasting environmental conditions. J Plant Physiol 244: 153084,,,,,,,,,,,,,,
Miquel Nadal,Chlorophytum comosum,,Y,TropicalDry,H,,E,Potted,Ad,-0.575033,0.031102,0.012697,95.21955,0.643992,0.262909,49.599781,8.652321,1.877559,-0.486422,10.931637,0.666765,,,,,,,,no (predawn),,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Olea europaea,,Y,Med/TempDry,W,T,E,Garden,Ad,-2.350767,0.409288,0.183039,88.968979,2.673426,1.195592,130.230216,1.39741,0.543282,-1.787065,16.733568,0.486056,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal & Perera-Castro (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Quercus ilex,,Y,Med/TempDry,W,T,E,Garden,Ad,-2.088742,0.451073,0.18415,91.941454,2.634272,1.075437,145.328336,1.015094,0.308674,-1.595351,20.165454,0.642892,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal & Perera-Castro (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Syringa vulgaris,,Y,Temperate,W,T,CD,Potted,Sa,-2.74476,0.248976,0.111345,87.246794,2.875763,1.28608,97.637594,2.22858,0.556137,-2.132324,18.780883,0.412996,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal & Perera-Castro (in prep.),,,,,,,,,,,,,,
Miquel Nadal; Alicia V. Perera-Castro,Vitis vinifera,,Y,Crop,W,L,CD,Garden,Ad,-1.464956,0.185283,0.075642,92.283532,2.042,0.833643,87.234392,2.405536,0.540616,-1.145686,16.419277,0.642941,,,,39.6373713,2.64822421,180,"Universitat de les Illes Balears (Mallorca, Spain)",yes,July,2020,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal & Perera-Castro (in prep.),,,,,,,,,,,,,,
Miquel Nadal,Arbutus unedo,">1 year leaves, drought (2 months limited water), growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.961869,0.525768,0.23513,89.424681,4.12057,1.842775,210.469777,1.468278,0.940441,-1.51617,14.094276,0.521878,,-0.6925,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (2020). Leaf age-dependent elastic adjustment and photosynthetic performance under drought stress in Arbutus unedo seedlings. Flora 271: 151662,,,,,,,,,,,,,,
Miquel Nadal,Arbutus unedo,"<1 year leaves, drought (2 months limited water), growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.958936,0.358604,0.160373,92.450442,2.714787,1.21409,146.14124,1.821426,0.573958,-1.593462,21.261322,0.580125,,-0.595,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Nadal et al (2020). Leaf age-dependent elastic adjustment and photosynthetic performance under drought stress in Arbutus unedo seedlings. Flora 271: 151662,,,,,,,,,,,,,,
Miquel Nadal,Vitis vinifera,"drought (22ºC), growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.384058,0.200587,0.081889,90.680073,1.644037,0.671175,55.819996,3.758449,0.763098,-1.046946,11.232639,0.609622,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Roig-Oliver et al (2020). Cell wall components regulate photosynthesis and leaf water relations of Vitis vinifera cv. Grenache acclimated to contrasting environmental conditions. J Plant Physiol 244: 153084,,,,,,,,,,,,,,
Miquel Nadal,Vitis vinifera,"cold (13ºC), growth chamber",Y,Med/TempDry,W,T,E,Potted,Sa,-1.088353,0.207183,0.084582,95.199225,1.271752,0.519191,41.99815,3.565484,0.36776,-0.876169,18.143834,0.748616,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,Roig-Oliver et al (2020). Cell wall components regulate photosynthesis and leaf water relations of Vitis vinifera cv. Grenache acclimated to contrasting environmental conditions. J Plant Physiol 244: 153084,,,,,,,,,,,,,,
Miquel Nadal,Ginkgo biloba,"drought (2 months), growth chamber",Y,Temperate,W,T,CD,Potted,Sa,-1.390643,0.185758,0.083073,97.158931,1.920903,0.859054,87.325825,2.746515,0.256407,-1.253951,61.174549,0.676391,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Roig-Oliver et al (2020). Ginkgo biloba and Helianthus annuus show different strategies to adjust photosynthesis, leaf water relations, and cell wall composition under water deficit stress. Photosynthetica 58 (5): 1098-1106",,,,,,,,,,,,,,
Miquel Nadal,Helianthus annus,"drought (2 months), growth chamber",Y,Crop,H,,,Potted,Ad,-0.621116,0.107137,0.043739,92.850142,2.276234,0.929269,40.7875,5.896363,1.955792,-0.519802,7.140601,0.553166,,,,,,,,yes,,,,modulus of elasticity from total RWC; using Sack & Pasquet-Kok Excel,"Roig-Oliver et al (2020). Ginkgo biloba and Helianthus annuus show different strategies to adjust photosynthesis, leaf water relations, and cell wall composition under water deficit stress. Photosynthetica 58 (5): 1098-1106",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
